id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_tenaga_kerja,satuan,tahun
340,32,JAWA BARAT,3209,KABUPATEN CIREBON,WANITA,1540,ORANG,2020
341,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PRIA,156,ORANG,2020
342,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,WANITA,234,ORANG,2020
343,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PRIA,84,ORANG,2020
344,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,WANITA,41,ORANG,2020
345,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PRIA,222,ORANG,2020
346,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,WANITA,230,ORANG,2020
347,32,JAWA BARAT,3213,KABUPATEN SUBANG,PRIA,421,ORANG,2020
348,32,JAWA BARAT,3213,KABUPATEN SUBANG,WANITA,522,ORANG,2020
349,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PRIA,595,ORANG,2020
350,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,WANITA,385,ORANG,2020
351,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PRIA,721,ORANG,2020
352,32,JAWA BARAT,3215,KABUPATEN KARAWANG,WANITA,624,ORANG,2020
353,32,JAWA BARAT,3216,KABUPATEN BEKASI,PRIA,0,ORANG,2020
354,32,JAWA BARAT,3216,KABUPATEN BEKASI,WANITA,0,ORANG,2020
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PRIA,0,ORANG,2020
356,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,WANITA,0,ORANG,2020
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PRIA,400,ORANG,2020
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,WANITA,473,ORANG,2020
359,32,JAWA BARAT,3271,KOTA BOGOR,PRIA,784,ORANG,2020
360,32,JAWA BARAT,3271,KOTA BOGOR,WANITA,684,ORANG,2020
361,32,JAWA BARAT,3272,KOTA SUKABUMI,PRIA,559,ORANG,2020
362,32,JAWA BARAT,3272,KOTA SUKABUMI,WANITA,289,ORANG,2020
363,32,JAWA BARAT,3273,KOTA BANDUNG,PRIA,725,ORANG,2020
364,32,JAWA BARAT,3273,KOTA BANDUNG,WANITA,603,ORANG,2020
365,32,JAWA BARAT,3274,KOTA CIREBON,PRIA,0,ORANG,2020
366,32,JAWA BARAT,3274,KOTA CIREBON,WANITA,0,ORANG,2020
367,32,JAWA BARAT,3275,KOTA BEKASI,PRIA,2591,ORANG,2020
368,32,JAWA BARAT,3275,KOTA BEKASI,WANITA,3567,ORANG,2020
369,32,JAWA BARAT,3276,KOTA DEPOK,PRIA,0,ORANG,2020
370,32,JAWA BARAT,3276,KOTA DEPOK,WANITA,0,ORANG,2020
371,32,JAWA BARAT,3277,KOTA CIMAHI,PRIA,144,ORANG,2020
372,32,JAWA BARAT,3277,KOTA CIMAHI,WANITA,228,ORANG,2020
373,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PRIA,423,ORANG,2020
374,32,JAWA BARAT,3278,KOTA TASIKMALAYA,WANITA,505,ORANG,2020
375,32,JAWA BARAT,3279,KOTA BANJAR,PRIA,108,ORANG,2020
376,32,JAWA BARAT,3279,KOTA BANJAR,WANITA,128,ORANG,2020
